line #,episode #,episode,name,line,arc #,arc
110.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LIAM,Let's look around. Are there any dwarves in the vicinity? →,A1,Arc 1: Kraghammer and Vasselheim
111.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"Oh, there are many! As you finish this conversation you look about there are two guards posted nearby wearing dark crimson and brass chest plates that have a uniform scar carved across the front. It's actually built into the armor itself as a design. They're both staring awkwardly at all of you arguing in the middle of this entry thoroughfare of Kraghammer. →",A1,Arc 1: Kraghammer and Vasselheim
112.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LIAM,"Tiberius, make with the dwarf-talk, please. →",A1,Arc 1: Kraghammer and Vasselheim
113.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,ORION,"Hello, friends. My associates and I were looking for a place of lodging for the night and a place of reputable reputation. →",A1,Arc 1: Kraghammer and Vasselheim
114.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"One dwarf shouts over to another one, ""You hear that, Jepson?! They're looking for a place to stay."" ""Aye, I heard that right. It's about time we had some new folk in town. Well, if you're looking for a place to stay I'd say your best bet would be the Pig Pits."" →",A1,Arc 1: Kraghammer and Vasselheim
115.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,SAM,Is that the name of a place? →,A1,Arc 1: Kraghammer and Vasselheim
116.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"""Yes! Certainly! The Pig Pits."" →",A1,Arc 1: Kraghammer and Vasselheim
117.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,SAM,All right. →,A1,Arc 1: Kraghammer and Vasselheim
118.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"""Ask for the Pig Pits--"" →",A1,Arc 1: Kraghammer and Vasselheim
119.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,"Those are actually pig pits, isn't it? →",A1,Arc 1: Kraghammer and Vasselheim
120.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MARISHA,I feel like we're being hazed. →,A1,Arc 1: Kraghammer and Vasselheim
121.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"""What?! No! Not at all."" →",A1,Arc 1: Kraghammer and Vasselheim
122.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,TRAVIS,That sounds fine with me. →,A1,Arc 1: Kraghammer and Vasselheim
123.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LIAM,This is Common? →,A1,Arc 1: Kraghammer and Vasselheim
124.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"This is all in Common, yeah. →",A1,Arc 1: Kraghammer and Vasselheim
125.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,SAM,"Which way to the Pig Pits, sir? →",A1,Arc 1: Kraghammer and Vasselheim
126.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"""Pig Pits are that way."" He points over the edge and you see down past the central forge structure in the city to the very bottom nearby a large temple that envelops the bottom floor of Kraghammer proper there is indeed a distant slop of mud where internal livestock are being kept. →",A1,Arc 1: Kraghammer and Vasselheim
127.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,"I bring out a piece of gold. Please, sir, we're looking for a place to stay that isn't covered in mud. →",A1,Arc 1: Kraghammer and Vasselheim
128.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"""It's good to see that at least one of you speaks Dwarvish."" Takes the coin, kinks it in his teeth and goes, ""All right, now if you're looking for a proper place to stay you're going to look for the Iron Hearth Tavern. That is to your left up that way no more than a half mile. Keep an eye out. Listen for the laughter and the people who are very drunk. That's your best bet."" →",A1,Arc 1: Kraghammer and Vasselheim
129.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,"Thank you, sir. →",A1,Arc 1: Kraghammer and Vasselheim
130.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"""No worries."" →",A1,Arc 1: Kraghammer and Vasselheim
131.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,I like your armor by the way. →,A1,Arc 1: Kraghammer and Vasselheim
132.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"""Well, thank you kindly."" →",A1,Arc 1: Kraghammer and Vasselheim
133.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,TRAVIS,Was that a wink? →,A1,Arc 1: Kraghammer and Vasselheim
134.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,It was. →,A1,Arc 1: Kraghammer and Vasselheim
135.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LIAM,That's all she does. →,A1,Arc 1: Kraghammer and Vasselheim
136.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,That's all I do is wink at people. →,A1,Arc 1: Kraghammer and Vasselheim
137.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LIAM,"It's a nervous tic, really. →",A1,Arc 1: Kraghammer and Vasselheim
138.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"It's a feat she took. You progress to the western side of the Kraghammer rotation as you curl around the central platform. Making your way eventually to the outside of this rather large, central tavern inn. As you walk in, you can hear music playing, you can hear laughter and boastful cheer, you can hear some arguments in the distance. You can hear it from a good two or three buildings away. This is definitely a central social environment here in Kraghammer. As you walk inside, you-- Let me get some proper tavern music here for you. →",A1,Arc 1: Kraghammer and Vasselheim
139.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,SAM,Smells in here. →,A1,Arc 1: Kraghammer and Vasselheim
140.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,TRAVIS,Drinking territory. →,A1,Arc 1: Kraghammer and Vasselheim
141.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"You hear some loud boisterous (hearty dwarven laughter), some drinks being clinked together. As you walk in, the first thing that catches you is the scent of stale alcohol and smoked wood of some kind. →",A1,Arc 1: Kraghammer and Vasselheim
142.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,TRAVIS,Yes! →,A1,Arc 1: Kraghammer and Vasselheim
143.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"There are tables, most of them in decent condition, some of them half-broken and repaired, probably from some previous encounter in the bar. →",A1,Arc 1: Kraghammer and Vasselheim
144.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"In the center of the room, there looks to be a not currently in use, specifically built brawling circle. It's about 30 feet by 20 feet. It's more of an oval. It's not in use, currently. →",A1,Arc 1: Kraghammer and Vasselheim
145.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,SAM,An octagon? →,A1,Arc 1: Kraghammer and Vasselheim
146.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,Essentially. →,A1,Arc 1: Kraghammer and Vasselheim
147.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LIAM,How high is the ceiling here? Can Grog fit in here? →,A1,Arc 1: Kraghammer and Vasselheim
148.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,TRAVIS,"Oh right, am I like--? →",A1,Arc 1: Kraghammer and Vasselheim
149.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"The ceiling actually is considered vaulted ceiling for dwarves so it runs at about seven feet. For Grog, it's uncomfortable, almost scratching your head across the top. As you enter, about seven or eight of the nearby dwarves at the front door go, (hearty laughter). They look immediately at the ragtag non-dwarven group that just stumbled into the center of the tavern. →",A1,Arc 1: Kraghammer and Vasselheim
150.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,TRAVIS,What're you looking at? →,A1,Arc 1: Kraghammer and Vasselheim
151.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"""It's not very often we get someone with that kind of a mug on you. Let me buy you a drink, come sit down!"" →",A1,Arc 1: Kraghammer and Vasselheim
152.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,TRAVIS,"My kind of people, see you later! I go grab the drink with the lovely dwarves. →",A1,Arc 1: Kraghammer and Vasselheim
153.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,We grab a table next to the dwarves with Grog. →,A1,Arc 1: Kraghammer and Vasselheim
154.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,Both tables next to the table they're at are completely filled with dwarves. →,A1,Arc 1: Kraghammer and Vasselheim
155.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LIAM,"I take a sack of gold out of my own pocket, slam it down on the table-- →",A1,Arc 1: Kraghammer and Vasselheim
156.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,"A sack of gold, are you crazy?! →",A1,Arc 1: Kraghammer and Vasselheim
157.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LIAM,"Gentlemens and ladies. Ladies and gentlemen, we are traveling from far away. We just arrived from Emon. We are fascinated to see your underground city and to celebrate the occasion I would like to buy every dwarf in here a round. →",A1,Arc 1: Kraghammer and Vasselheim
158.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LIAM,Bartender! →,A1,Arc 1: Kraghammer and Vasselheim
159.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"The music stops. The conversation stops. All dwarven eyes turn to the table and they all turn to a single dwarven woman in the back who's behind one of the bars, who has a towel over one arm. →",A1,Arc 1: Kraghammer and Vasselheim
160.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"She's looking around, she's staring confused at you and all eyes are on her, and she goes, ""Well, it's about time someone around here had some generosity! Certainly, pay upfront. Drinks all around on this half-elven gentleman."" →",A1,Arc 1: Kraghammer and Vasselheim
161.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LIAM,Let it rain! (cheering) →,A1,Arc 1: Kraghammer and Vasselheim
162.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MARISHA,Make it rain. →,A1,Arc 1: Kraghammer and Vasselheim
163.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,TRAVIS,I would like a cask of ale. →,A1,Arc 1: Kraghammer and Vasselheim
164.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LIAM,I'll need your largest bowl of ale for this one here. →,A1,Arc 1: Kraghammer and Vasselheim
165.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,TRAVIS,Cask. Cask of ale. Cask. →,A1,Arc 1: Kraghammer and Vasselheim
166.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"""No worries, Adra's got your back, be right back."" She wanders off to the back room, comes back and starts pouring stein after stein after stein of ale. →",A1,Arc 1: Kraghammer and Vasselheim
167.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,TRAVIS,Yeah. Keep going. Looks good. →,A1,Arc 1: Kraghammer and Vasselheim
168.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,You do notice she is definitely the head of this tavern and all of her barkeeps are male and seem to be worked rather ragged. →,A1,Arc 1: Kraghammer and Vasselheim
169.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,What was her name? →,A1,Arc 1: Kraghammer and Vasselheim
170.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,SAM,"Excuse me, miss. You. →",A1,Arc 1: Kraghammer and Vasselheim
171.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"""Adra. Yeah?"" →",A1,Arc 1: Kraghammer and Vasselheim
172.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,SAM,I'm sorry? →,A1,Arc 1: Kraghammer and Vasselheim
173.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"""Adra."" →",A1,Arc 1: Kraghammer and Vasselheim
174.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,SAM,Adra! You run a fantastic establishment. →,A1,Arc 1: Kraghammer and Vasselheim
175.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"""That's right I do!"" →",A1,Arc 1: Kraghammer and Vasselheim
176.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,SAM,Thank you for welcoming us and allowing us to buy this round. →,A1,Arc 1: Kraghammer and Vasselheim
177.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"""Of course. Patrons that come and drop coin like that are welcome any time."" →",A1,Arc 1: Kraghammer and Vasselheim
178.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,SAM,"Well, thank you for your hospitality. Might we inquire about staying here the night? Do you have an inn with the establishment? →",A1,Arc 1: Kraghammer and Vasselheim
179.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"She reaches below and pulls out a big tome and starts thumbing through it. ""You know, actually we have openings right now on the second floor."" →",A1,Arc 1: Kraghammer and Vasselheim
180.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,SAM,"Several rooms, or just one? →",A1,Arc 1: Kraghammer and Vasselheim
181.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"""Do you need them side by side?"" →",A1,Arc 1: Kraghammer and Vasselheim
182.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,SAM,That would be nice. →,A1,Arc 1: Kraghammer and Vasselheim
183.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"""We could pull him there and push him into room seven."" →",A1,Arc 1: Kraghammer and Vasselheim
